V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,treatment,purchase
0.38,A,0.73,0.33,71.92,2.77,47.08,0.59,5,8.51,13,93.68,0.24,2.74,8,0.5,1.75,0,H,14.53,0,0
4.14,A,0.33,0.75,16.32,0.62,51.54,0.97,3.1,9.04,16,343.95,0.15,5.27,5,0.7,1.36,0,B,24.43,1,0
1.46,A,0.33,0.19,21.16,0.06,42.68,0,2.33,17.44,12,33.48,0.28,0.32,17,0.4,1.11,0,A,31.31,0,0
0.39,A,0.48,0.1,7.3,1.52,40.44,0.17,0.59,13.09,15,41.46,0.06,1.27,18,0.01,2.1,0,E,17.88,1,0
1.86,A,0.15,0.51,599.95,3.27,50.25,0.5,0.41,6.45,13,0.76,0.67,2.93,8,0.13,0.26,0,A,19.04,1,0
0.24,A,0.17,0.88,596.45,1.06,48.1,0.74,7.52,6.49,19,17.13,0.44,25.63,7,0.27,2.08,0,C,27.11,0,0
0.44,A,0.83,0.75,2408.72,0.87,45.19,0.9,1.65,9.18,10,59.6,0.62,72.72,5,0.11,0.74,0,B,27.77,1,0
0.81,A,0.59,0.22,24.78,0.99,41.54,0.45,1.79,9.44,12,40.21,0.64,1.49,12,0.73,2.86,0,C,19.91,0,0
2.34,A,0.89,0.97,736.79,0.94,46.93,0.67,1.27,5.2,17,15.16,0.99,6.17,8,0.72,0.71,0,B,15.46,0,1
0.21,A,0.55,0.88,3.38,0.26,40.58,0.47,0.66,14.38,8,166.82,0.03,0.11,10,0.29,5.38,0,B,10.3,0,0
0.75,A,0.47,0.35,2559.4,0.51,44.12,0.26,1.97,9.72,6,1.44,0.84,1.88,14,0.44,0.55,0,A,32.34,0,0
3.8,A,0.44,0.07,65.72,1.18,48.52,0.1,2.41,12.49,10,1385.49,0.36,5.04,7,0.69,0.93,0,B,27.47,0,0
0.89,A,0.11,0.14,13.34,1.68,45.72,0.73,2.92,11.75,16,165.97,0.27,0.56,7,0.48,0.49,0,A,26.18,1,0
0.5,A,0.42,0.91,33.23,0.79,35.86,0.03,2.86,13.45,11,683.76,0.24,0.14,14,0.24,0.3,0,A,17.38,0,1
2.37,A,0.86,0.82,13.94,2.1,48.13,0.92,0.45,10.3,16,935.13,0.46,2.53,5,0.45,3.66,0,D,14.37,0,0
2.19,A,0.4,0.14,3.36,5.07,43.57,0.34,0.73,10.73,11,70.3,0.1,1.03,7,0.29,0.01,0,B,15.78,0,0
0.98,A,0.62,0.66,96.61,2.26,48.14,0.38,2.45,8.35,16,654.95,0.66,17.13,5,0.6,0.46,0,D,20.69,0,0
5.09,A,0.29,0.4,6.22,1.96,48.55,0.87,4.67,11.46,19,68.3,0.24,12.96,8,0.74,1.09,0,E,29.87,1,0
3.41,A,0.77,0.91,20.87,0.69,47.49,0.27,3.16,12.34,16,1356.69,0.57,6.68,5,0.76,0.71,0,A,21.17,0,0
0.59,A,0.04,0.65,2.72,0.33,46.58,0.92,0.72,9.97,17,21.8,0.32,0.78,8,0.48,3.32,0,A,15.73,0,0
0.46,A,0.07,0.96,9.82,0.06,45.46,0.4,8.21,15.84,16,172.15,0.17,44.43,7,0.36,0.2,0,A,42.77,0,0
1.58,A,0.87,0.21,43.79,7.4,43.09,0.18,2.68,12.84,13,284.76,0.07,4.48,7,0.1,0.1,0,G,17.73,1,1
0.74,A,0.72,0.51,141.23,3.23,37.46,0.49,1.06,11.97,14,2.49,0.82,5.75,11,0.04,0.03,1,B,28.49,0,0
0.05,A,0.25,0.33,222.06,2.32,44.63,0.7,6.18,9.53,19,101.68,0.41,4.72,8,0.3,3.13,0,F,22.57,1,0
2.92,A,0.97,0.94,48.98,1.46,49.69,0.97,1.33,7.51,16,734.64,0.18,14.3,6,0.39,0.7,0,F,22.92,0,0
1.47,A,0.18,0.94,44.47,0.1,37.09,0.5,2.82,12.94,10,0.35,0.18,2.66,15,0.63,7.55,0,B,22,0,0
2.81,A,0.62,0.16,355.89,2.49,49.28,0.21,0.08,6.18,14,3.5,0.93,0.58,10,0.51,3.03,0,A,10.64,0,0
3.29,A,0.51,0.98,30.2,0.4,48.77,0.36,0.58,13.45,13,294.97,0.49,3.76,5,0.52,1.37,0,A,25.02,1,0
1.76,A,0.6,0.18,19.96,3.42,41.09,0.81,0.41,11.96,9,3.73,0.1,0.4,14,0.06,0.43,0,E,19.39,1,0
0.51,A,0.86,0.6,88.33,3.65,43.77,0.52,2.06,5.68,17,198.08,0.44,3.32,9,0.07,0.37,0,C,8.1,0,0
2.19,A,0.64,0.79,84.56,1.17,47.97,0.18,0.07,12.74,11,107.78,0.77,0.26,10,0.39,1.09,0,B,16.35,0,0
0.46,A,0.48,0.58,71.78,2.72,48.52,0.4,7.55,11.04,19,1395.42,0.07,1.87,6,0.36,1.84,0,F,18.64,0,0
6.37,A,0.87,0.82,179.52,0.46,46.87,0.97,1.34,6.58,14,13.66,0.91,97.68,6,0.9,2.87,0,B,29.25,0,0
0.01,A,0.09,0.69,203.43,0.28,40.86,0.98,5.4,8.85,10,0.84,0.32,7.09,10,0.2,0.99,0,A,34.37,0,0
1.8,A,0.51,0.33,70,0.52,44.94,0.06,1.29,11.33,11,472.99,0.56,0.13,12,0.85,3.33,0,B,18.41,0,1
2.12,A,0.91,0.85,2.78,1.16,43.82,0.57,0.72,8.89,17,8374.78,0.89,0.19,7,0.86,1.07,0,B,8.35,0,0
2.65,A,0.73,0.16,4.3,0.59,45.9,0.11,0.31,15.82,11,321.37,0.27,2.89,10,0.09,0.53,0,A,26.69,0,0
0.46,A,0.38,0.87,11.23,1.38,49.52,0.32,2.11,9.35,17,1270.53,0.15,6.33,7,0.29,0.06,0,D,25.65,0,0
0.65,A,0.48,0.9,157.91,1.94,45.05,0.19,1.53,15.84,13,84.71,0.03,14.65,7,0,0.08,0,B,22.89,1,0
1.26,A,0.63,0.97,185.93,0.27,50.44,0.26,2.19,8.3,15,136.12,0.91,2.42,5,0.82,2.02,0,A,19.91,0,0
0.39,A,0.37,0.57,119.76,0.93,45.39,0.35,2.63,13.39,9,58.33,0.18,0.29,11,0.72,3.31,0,F,24.35,0,0
0.91,A,0.51,0.41,129.05,0.8,53.41,0.79,0.63,8.58,16,10.61,0.93,1.65,10,0.64,2.92,0,C,21.51,0,0
0.28,A,0.54,0.55,122.69,0.99,46.49,0.43,1.96,6.75,14,216.6,0.69,5.34,6,0.52,0.59,0,B,19.91,0,0
0.66,A,0.59,0.1,11.26,3.79,38.09,0.39,2.83,10.6,8,17.55,0.36,0.2,13,0.86,0.73,0,F,14.29,1,0
0.77,A,0.13,0.96,10.41,0.05,48.69,0.7,0.56,9.04,29,344.06,0.9,5.85,10,0.54,11.59,0,B,23.11,0,0
4.21,A,0.98,0.25,2828.93,6.8,52.16,0.46,1.18,6.86,16,389.44,0.4,4.97,7,0.04,0.17,0,E,10.44,0,0
2.3,A,0.54,0.26,270.19,1.78,45.92,0.08,2.96,14.93,14,126.66,0.18,9.3,8,0.08,0.27,0,A,30.96,1,0
0.16,A,0.64,0.38,128.75,2.66,40.84,0.09,3.92,12.97,13,45.51,0.11,0.65,12,0.11,1.34,0,E,16.6,0,0
0.98,A,0.92,0.23,21189.79,6.63,44.77,0.29,3.87,10.67,7,39.83,0.26,21.24,7,0.05,0.57,0,E,20.33,1,0
0.01,A,0.31,0.75,16.11,3.4,31.62,0.1,12.17,14.57,10,573.02,0,0.89,10,0.13,0.16,0,H,18.83,0,1
0.74,A,0.58,0.92,446.36,2.92,45.41,0.19,2.87,6.6,17,37.82,0.58,3.01,7,0.47,1.04,0,C,11.01,0,0
0.4,A,0.55,0.43,321.51,0.42,45.31,0.25,1.7,7.47,16,131.61,0.93,3.55,10,0.71,1.87,0,A,23.52,0,0
0.8,A,0.48,0.06,4.74,1.97,34.43,0.33,1.87,12.02,7,213.84,0.17,0.03,12,0.76,1,0,B,16.86,0,0
0.82,A,0.24,0.78,305.62,0.6,50.11,0.1,3.48,7.43,11,14.52,0.29,0.31,10,0.54,0.66,0,A,14.38,0,0
0.47,A,0.11,0.48,2.87,0.03,42.48,0.06,0.76,14.51,10,125.42,0.36,0.06,15,0.82,3.18,0,A,23.28,0,0
1.55,A,0.17,0.15,11.96,2.89,45.18,0.58,1.34,15,12,5.63,0.14,0.76,13,0.33,1.36,0,H,28.76,0,0
1.26,A,0.44,0.32,3.11,1.08,41.77,0.57,5.49,8.92,19,361.26,0.17,4.77,10,0.69,2.35,0,D,23.05,0,0
0.1,A,0.09,0.76,132.53,0.18,43.22,0.16,1.28,11.03,15,108.4,0.71,1.36,10,0.16,1.46,0,A,24.27,0,0
0.03,A,0.04,0.96,1.99,0.23,49.24,0.83,1.12,10.02,17,7.52,0.26,0.34,8,0.2,2.24,0,A,11.75,0,0
8.95,A,0.97,0.42,1035.32,1.69,46.65,0.16,0.16,14.03,9,16.5,0.66,1.06,11,0.3,0.53,0,B,30.35,0,0
2.2,A,0.8,0.04,86.88,6.35,44.69,0.49,0.09,8,19,106.51,0.46,1.63,12,0.02,3.64,0,G,6.3,0,0
2.33,A,0.23,0.94,157.49,0.02,40.37,0.2,1.16,6.59,14,11.76,0.94,0.86,8,0.92,1.96,1,A,23.08,0,1
0.02,A,0.24,0.33,46.87,0.57,43.86,0.5,3.71,5.03,16,1562.2,0.14,0.55,9,0.59,6.81,0,D,7.38,0,0
0.22,A,0.5,0.39,39.05,0.72,45.57,0.02,6.5,10.01,15,2457.19,0.77,0.09,8,0.87,1.16,0,A,13.27,0,0
2.8,A,0.92,0.01,1056.13,6.63,50.35,0.53,1.21,5.32,16,37.5,0.68,14.72,7,0.23,0.56,0,D,17.55,0,0
0.45,A,0.74,0.74,17.21,2,44.68,0.75,1.18,12.59,10,818.2,0.01,0.5,6,0.13,2.33,0,F,6.4,0,0
1.64,A,0.72,0.34,71.83,2.57,46.99,0.34,3.76,7.29,19,3284.94,0.53,3.32,5,0.55,0.88,0,B,15.42,0,0
0.17,A,0.57,0.07,351.8,2.52,35.72,0.04,3.64,14.12,9,38.8,0.45,0.19,13,0.18,0.31,0,A,27.85,0,0
2.53,A,0.81,0.37,10.98,4.46,44.52,0.88,3.33,7.14,13,668.06,0.34,1.85,5,0.89,0.25,0,E,16.45,0,0
0.56,A,0.57,0.93,48.21,0.47,48.07,0.81,5.09,10.98,16,194.41,0.25,37.05,5,0.21,0.26,0,A,30.41,0,0
1.19,A,0.5,0.01,33.87,3.56,42.15,0.29,2.27,10.8,15,87.66,0.33,0.64,13,0.34,3.36,0,F,17.06,0,0
3.24,A,0.96,0.29,6948.75,2.59,49.2,0.07,4.69,11.72,9,446.89,0.35,4.88,5,0.31,0.9,0,A,17.93,1,0
3.5,A,0.79,0.67,244.46,4.09,42.95,0.14,1.55,12.57,10,114.91,0.51,4.92,7,0.6,0.16,0,D,27.31,0,0
1.65,A,0.38,0.53,292.53,0.51,48.69,0.1,2.54,9.26,14,459.14,0.74,0.78,9,0.84,1.1,0,A,24.67,0,1
3.78,A,0.42,0.42,166.18,3.57,46.02,0.02,3.18,6.17,19,1539.05,1,0.26,9,0.98,0.2,0,A,18.33,0,1
0.71,A,0.89,0.07,55.98,1.95,38.57,0.04,6.27,10.65,10,569.04,0.05,8.13,9,0.31,1.64,0,C,15.19,0,0
0.22,A,0.05,0.45,16.86,0.35,43.67,0.2,5.4,11.87,12,88.63,0.4,0.53,9,0.87,2.55,0,A,25.35,0,0
0.14,A,0.17,0.78,25.63,0.5,43.17,0.43,0.43,12.18,14,89.36,0.18,0.7,11,0.08,3.19,0,C,12.38,0,0
5.37,A,0.08,0.66,135.33,0.34,51.65,0.03,0.12,7.25,15,25.59,0.98,0.66,8,0.97,2.74,0,A,20.62,0,0
1.17,A,0.23,0.37,119.19,2.87,50.47,0.29,0.9,8.99,14,333.95,0.52,0.5,8,0.35,0.19,0,B,17.82,1,0
0.58,A,0.28,0.22,331.62,1.03,43.67,0.26,8.31,10.57,12,41.93,0.69,0.68,11,0.9,2.11,0,B,27.93,0,0
0.54,A,0.64,0.27,3.9,1.08,46.92,0.24,1.28,15.73,12,176.97,0.41,0.3,11,0.27,0.28,0,C,19.2,0,0
4.07,A,0.71,0.14,16.73,2.03,46.46,0.4,7.47,6.96,18,2499.86,0.54,1.19,10,1,3.65,0,H,17.52,0,0
2.94,A,0.04,0.35,132.94,0.58,50.85,0.45,3.78,6.08,17,6.29,0.56,9.23,8,0.74,1.46,0,A,27.51,0,0
0.95,A,0.17,0.29,80.42,1.92,54.26,0.04,1.89,9.54,22,333.55,0.73,1.46,6,0.51,2.05,0,B,15.49,0,0
0.71,A,0.15,0.51,18.44,1.21,41.93,0.09,1.27,12.62,13,99.68,0.44,0.06,12,0.8,1.68,0,B,18.92,1,0
2.71,A,0.32,0.59,90.97,0.74,40.54,0.04,1.73,11.25,9,205.71,0.84,0.13,11,0.87,0.67,0,A,18.03,0,0
0.42,A,0.14,0.95,110.23,1.62,45.14,0.8,2.23,4.92,15,483.64,0.45,1.62,2,0.41,0.66,0,A,6.45,0,0
4.72,A,0.67,0.13,21.52,0.25,41.16,0.13,0.87,15.17,8,86.82,0.41,2.05,11,0.56,3.19,0,A,31.52,0,0
1.75,A,0.62,0.79,110.33,0.33,43.48,0.95,0.81,5.03,11,3.22,0.84,7.19,8,0.86,1.94,0,A,23.75,0,0
3.68,A,0.87,0.29,584.17,0.9,47.84,0.08,2.15,10.6,11,119.33,0.34,42.63,4,0.23,1.72,0,A,20.61,0,0
2.51,A,0.32,0.03,6.81,3.18,40.69,0.66,0.38,12.8,15,7.5,0.72,0.15,16,0.44,1.15,0,E,21.23,0,0
1.2,A,0.55,0.81,207.62,2,44.38,0.74,4.06,8.15,15,11.98,0.54,9.23,7,0.47,0.96,0,B,22.15,0,0
1.26,A,0.26,0.35,4.77,2.88,45.77,0.5,10.27,10.69,25,55.1,0.06,54.77,7,0.18,1.37,0,D,26.02,0,0
3.55,A,0.95,0.26,139.43,0.38,49.07,0.01,0.54,13.06,9,3545.59,0.97,8.97,7,0.82,0.07,0,A,32.38,0,0
1.12,A,0.47,0.9,90.54,1.08,47.08,0.67,4.02,7.53,14,65.42,0.53,1.38,5,0.83,2.32,0,B,13.2,0,0
9.36,A,0.83,0.25,378.58,0.28,45.22,0.49,0.39,12.07,12,19.52,0.89,19.54,9,0.74,1.43,0,A,38.74,0,0
0.77,A,0.87,0.5,3.38,3.01,44.1,0.99,0.79,8.73,13,249.87,0.08,3.5,4,0.27,1.55,0,F,12.61,0,0
0.88,A,0.41,0.14,9.19,2.37,51.29,0.79,0.38,6.85,16,924.62,0.76,0.32,7,0.83,3.75,0,E,11.91,0,0
4.55,A,0.97,0.18,2032.68,1.14,45.05,0.15,1.71,5.25,16,190.38,0.96,14.86,6,0.52,2.18,0,A,17.4,0,0
1.09,A,0.18,0.37,2.08,0.42,41.59,0.79,4.97,12.02,12,105.61,0.21,0.28,11,0.95,1.56,0,B,27.61,1,0
0.54,A,0.87,0.27,157.59,4.18,51.7,0.57,2.09,7.86,8,296.83,0.13,3.96,2,0.29,0.17,0,C,8.21,0,0
5.16,A,0.83,0.68,39.58,0.26,47.93,0.89,0.16,9.85,14,163.49,0.95,3.41,5,0.93,6.25,0,A,24.99,0,0
0.57,A,0.13,0.99,71.32,0.08,40.26,0.58,2.57,6.27,11,9.79,0.86,2,5,0.93,0.67,1,A,21.93,0,1
0.24,A,0.22,0.49,20.2,0.54,38.66,0.78,1.99,9.21,13,1.47,0.53,1.87,14,0.63,4.07,0,C,24.77,0,0
0.41,A,0.22,0.5,166.28,0.29,49.02,0.2,0.78,8,18,13.52,0.95,3.19,11,0.42,2.78,0,A,22.43,0,0
2.76,A,0.73,0.71,9.35,0.96,42.98,0.47,0.62,17.65,9,701.01,0.01,0.28,12,0.15,2.51,0,E,19.13,0,0
0.18,A,0.15,1,9.26,0.1,46.8,0.98,0.86,2.61,18,1.95,0.58,0.73,9,0.84,18.67,0,B,1.95,0,0
5.75,A,0.77,0.73,203.4,6.01,44.99,0.83,0.13,6.99,10,381.49,0.41,1.6,4,0.18,0.04,0,B,8.43,0,0
4.16,A,0.75,0.08,180.4,3.5,46.94,0.87,2.13,9.62,11,304.17,0.63,0.07,9,0.93,2.05,0,F,19.38,0,0
1.76,A,0.38,0.66,323.78,0.81,51.72,0.46,1.47,6.73,19,75.52,0.64,2.19,9,0.76,3.44,0,C,21.47,0,0
0.88,A,0.6,0.56,12.57,0.15,43.82,0.87,1.97,8.35,12,1199.98,0.32,6.66,9,0.82,4.58,0,E,22.73,1,0
1.29,A,0.96,0.26,134.07,0.86,45.62,0.37,0.94,8.69,11,4361.89,0.34,0.52,10,0.32,2.74,0,C,12.96,0,0
3.08,A,0.16,0.38,134.12,1.19,48.3,0.18,2.11,12.75,10,39.53,0.25,0.1,11,0.79,0.25,0,B,25.45,0,0
0.67,A,0.8,0.3,29.95,1.86,40.48,0.29,4.51,13.89,10,97.9,0.06,2.93,8,0.1,0.38,0,B,21.11,0,0
1.95,A,0.61,0.82,9.19,0.41,46.56,0.23,0.03,14.35,13,483.34,0.84,1.35,9,0.22,0.17,0,A,24.7,0,0
2.26,A,0.32,0.54,4.83,0.28,36.35,0.21,0.89,9.42,15,35.56,0.9,0.7,16,0.88,3.63,0,A,25.4,0,0
1.83,A,0.92,0.14,83.16,5.03,42.96,0.6,2.05,12.15,10,88.32,0.05,0.36,9,0.09,3.41,0,G,4.14,0,0
1.45,A,0.91,0.33,50.75,2.58,49.5,1,1.05,5.96,22,161.33,0.68,86.23,5,0.2,2.97,0,E,19.48,0,0
0.64,A,0.95,0.29,8.93,1.85,35.97,0.38,4.05,12.14,9,2030.55,0.03,0.37,10,0.51,0.83,0,E,16.39,0,0
0.66,A,0.36,0.4,5.96,0.3,38.7,0.33,0.06,16.08,6,6.8,0.35,0.03,14,0.29,2.81,0,A,16.52,1,0
0.24,A,0.4,0.29,4.54,1.79,38.23,0.64,4.88,12.17,11,29.01,0.08,0.13,16,0.82,4.21,0,N,18.3,0,0
0.05,A,0.21,0.46,15.03,2.07,47.47,0.96,1.06,10.38,13,245.65,0.11,0.75,8,0.04,0.72,0,E,15.04,1,0
3.05,A,0.96,0.34,760.87,0.5,43.36,0,3.16,11.61,13,5590.05,0.75,2.83,11,0.66,2,0,B,24.14,0,1
1.79,A,0.27,0.85,337.55,0.83,56.15,0.52,1.5,11.45,14,324.83,0.26,0.93,5,0.73,1.86,0,C,25.54,0,0
0.59,A,0.35,0.13,203.01,0.99,42.57,0,5.97,13.34,10,64.51,0.18,4.58,10,0.15,0.19,0,A,21.77,1,0
1.22,A,0.23,0.06,2453.97,3.37,50.73,0.18,1.09,7.24,8,6.71,0.53,1.09,7,0.35,0.88,0,A,14.47,0,0
1.09,A,0.65,0.83,8.97,1.56,39.48,0.87,3.11,7.29,12,78.85,0.16,4.77,6,0.66,1.07,0,B,17.99,0,0
0.21,A,0.27,0.27,69.23,3.35,43.76,0.55,7.84,5.23,19,133.81,0.77,0.48,10,0.84,1.13,0,F,12.04,1,1
0.24,A,0.83,0.44,1310.7,1.31,47.94,0.65,2.24,2.76,16,214.15,0.79,74.89,6,0.39,2.38,0,C,20.26,1,0
0.13,A,0.36,0.52,4.39,2.15,41.6,0.37,7.32,9.62,17,550.26,0.01,0.49,10,0.22,1.8,0,E,8.16,0,0
2.28,A,0.39,0.18,521.56,2.02,43.5,0.55,3.2,6.37,12,1.25,0.34,3.12,12,0.49,0.45,0,B,25.72,1,0
1.23,A,0.27,0.81,8.42,0.36,50.42,0.69,1.63,7.46,19,62.02,0.84,1.05,6,0.96,1.8,1,A,17.43,1,0
0.38,A,0.92,0.49,42.03,1.67,34.42,0.42,0.37,7.97,5,20.28,0.18,2.41,9,0.27,1.6,0,B,8.45,1,0
1.2,A,0.77,0.99,278.47,0.03,40.62,0.37,2.85,13.77,12,95.78,0.6,2.62,14,0.44,3.36,0,B,32.13,0,0
0.53,A,0.57,0.56,12342.38,1.05,44.06,0.34,5.55,0,14,11.8,0.82,46.35,6,0.51,1.16,0,A,14.54,0,0
1.21,A,0.57,0.8,189.17,0.44,48.44,0.43,0.06,9.01,11,94.24,0.66,1.63,5,0.32,2.06,0,A,14.79,0,0
1.48,A,0.16,0.92,11.99,1.59,45.08,0.47,1.23,13.48,18,179.02,0.31,2.71,9,0.14,0.19,0,B,26.32,0,0
2.49,A,0.13,1,4.43,0.14,47.56,0.38,0.23,12.52,18,166.47,0.74,0.22,8,0.87,3.19,0,A,18.37,0,0
0.75,A,0.78,0.52,6.52,0.46,32.2,0.58,9.79,8.9,11,141.15,0.07,7.87,8,0.58,0.46,1,A,22.79,0,0
0.03,A,0.03,1,57.7,0.05,41.47,0.64,7.54,8.19,19,24.66,0.1,8.58,7,0.25,5.85,0,A,21.38,0,0
1.82,A,0.19,0.47,24.09,0.58,47.9,0.51,0.05,15.19,13,221.19,0.75,0.2,12,0.16,1.21,0,B,22.43,0,0
7.06,A,0.94,0.79,163.51,3.81,43.64,0.19,0.16,10.68,14,410.73,0.89,1.55,7,0.5,2.93,0,D,9.02,0,0
0.01,A,0.18,0.04,89.62,1.92,43.98,0.71,11.35,9.8,15,52.66,0.34,1.27,10,0.52,1.1,0,F,26.13,0,0
9.14,A,0.98,0.02,15.79,3.25,43.7,0.83,0,7.55,10,5.78,0.59,0.94,11,0.33,1.25,0,B,12.36,0,0
4.81,A,0.22,0.46,10.07,5.01,43.76,0.79,0,11.93,9,5.62,0.48,0.24,10,0.17,0.42,0,D,14.88,0,0
2.85,A,0.37,0.47,231.33,2.37,47.3,0.61,7.86,9.46,15,27.61,0.2,15.08,5,0.66,2.12,0,B,20.18,0,0
0.02,A,0.17,0.99,5.95,1.14,39.89,0.58,0.74,11.51,13,53.59,0.59,0.01,11,0.71,5.36,0,G,4.96,0,0
3.93,A,0.1,0.1,5.6,0.36,48.4,0.09,0.02,11.94,12,385.72,0.78,0.29,11,0.8,1.26,0,A,19.81,0,0
1.38,A,0.53,0.24,24.17,3.08,46.46,0.03,0.36,16.21,9,411.96,0.39,0.07,9,0.22,0.34,0,B,13.09,0,0
1.34,A,0.57,0.21,33.56,2.59,44.83,0.35,0.8,9.14,12,439.42,0.12,0.88,9,0.36,0.91,0,C,12.81,1,0
1.18,A,0.33,0.25,9.91,0.05,42.11,0.02,2.42,10.47,8,719.85,0.12,0.23,9,0.87,1.43,0,A,15.58,1,1
4.01,A,0.78,0,8.57,1.57,40.65,0.68,5.51,13.07,13,679.42,0.08,1.24,12,0.9,5.55,0,H,27.26,0,0
0.18,A,0.42,0.68,160.87,1.01,41.35,0.14,1.41,13.58,6,57.22,0.19,7.33,9,0.05,0.04,0,A,24.78,0,0
0.37,A,0.27,0.28,1.34,3.12,44.12,0.99,1.98,7.01,18,9.87,0.02,13.92,7,0.13,2.71,0,G,12.69,0,0
0.51,A,0.23,0.44,21.66,2.89,40.82,0.42,2.01,9.2,15,40.45,0.45,1.75,11,0.72,1.57,0,G,20.63,0,0
0.76,A,0.1,0.43,147.35,1.91,45.43,0.65,6.15,10.41,17,97.85,0.42,2.17,9,0.3,0.09,0,B,32.39,0,0
2.79,A,0.15,0.14,3.67,0.7,45.33,0.21,0.07,11.53,18,15.85,0.88,0.06,18,0.76,6.11,0,D,19.23,0,0
0.75,A,0.9,0.68,1204.83,0.58,51.72,0.92,0.54,7.97,12,170.69,0.47,9.37,7,0.07,1.93,0,B,22.48,0,0
0.53,A,0.09,0.02,6.32,2.05,42.68,0.24,1.4,9.56,13,133.02,0.55,0.05,10,0.76,0.79,0,A,14.24,0,0
0.25,A,0.42,0.86,17.43,0.15,46.37,0.73,0.37,10.06,11,25.37,0.83,1.78,8,0.62,3.44,0,A,19.73,1,0
0.95,A,0.65,0.88,19.45,1.36,46.55,0.46,0.69,9,18,265.16,0.77,5.39,8,0.19,0.85,0,B,16.79,0,0
2.56,A,0.41,0.1,7.21,6.57,42.79,0.62,0.65,7.29,18,1.88,0.25,4.02,9,0.26,1.49,0,D,9.97,0,0
0.85,A,0.72,0.7,13.88,0.15,41.07,0.67,1.96,14.17,12,1012.43,0.04,3.91,7,0.14,1.68,0,A,26.95,1,0
0.43,A,0.93,0.29,22.26,1.63,41.96,0.72,1.75,5.17,17,181.66,0.39,2.48,10,0.49,6.25,0,F,11.49,0,0
1.81,A,0.02,0.87,15.23,0.64,48.28,0.61,0.06,10.21,16,7.2,0.77,0.04,11,0.71,6.97,0,B,11.72,0,1
1.6,A,0.04,0.11,9.85,0.72,49.65,0.69,0.77,6.63,20,11.14,0.76,0.53,10,0.81,3.64,0,A,18.7,0,0
1.61,A,0,0.84,38.23,0.31,53.74,0.67,0.27,10.67,15,6.91,0.91,0.02,9,0.93,5.27,0,A,17.89,0,0
0.99,A,0.53,0.51,104.83,1.25,42.97,0.23,1.97,14.63,11,19.51,0.25,6.1,10,0.08,0.89,0,B,27.8,0,0
0.03,A,0.78,0.96,33.64,0.2,42.36,0.07,3.28,11.27,13,563.35,0.43,1.11,10,0.38,1.18,0,B,18.51,0,1
1.83,A,0.34,0.84,204,1.7,46.06,0.16,0.76,8.62,12,50.61,0.94,26,5,0.49,0,0,A,28.1,0,0
1.24,A,0.82,0.37,39.4,2.81,43.66,0.58,0.02,8.73,14,52.88,0.86,1.85,9,0.04,2.55,0,B,8.02,0,0
0,A,0.07,0.76,4.11,1.29,39.32,0.15,1.81,11.36,13,100.3,0.06,0.05,12,0.44,3.33,0,F,7.59,0,0
0.55,A,0.17,0.17,39.3,0.82,44.03,0.9,0.76,9.69,8,15.09,0.33,0.27,10,0.72,2.9,0,D,18.89,0,0
0.1,A,0.45,0.18,7.4,2.33,43.85,0.87,1.05,12.11,15,9.98,0.13,0.38,11,0.09,1.83,0,F,13.62,1,0
2.61,A,0.32,0.82,4.03,0.04,45.42,0.19,0.86,14.46,15,614.45,0.81,1.97,11,0.8,1.59,0,A,29.92,0,0
1.33,A,0.83,0.71,10.89,0.23,52.2,0.97,5.54,8.17,20,3410.69,0.26,30.89,3,0.77,3.33,0,B,24.89,0,0
1.09,A,0.61,0.44,7.48,0.88,41.59,0.01,1.27,15.62,14,45.85,0.15,0.45,12,0.17,2.03,0,A,19.07,1,0
1.22,A,0.8,0.76,163.43,3.67,41.7,0.21,3.47,7.03,15,335.16,0.78,2.3,8,0.57,0.28,0,C,10.43,0,0
1.2,A,0.48,0.85,52.79,0.34,44.17,0.51,0.86,7.07,15,14.31,0.84,0.82,11,0.81,3.76,0,B,19.82,0,0
0.2,A,0.79,0.63,1897.14,2.99,43.29,0.6,1.79,5.21,13,1.34,0.87,6.23,8,0.15,0.24,1,A,15.99,0,0
0.7,A,0.49,0.84,1.82,1.66,45.16,0.86,0.5,7.19,20,1757.16,0.22,4.82,3,0.29,0.96,0,B,8.89,0,0
3.31,A,0.11,0.62,4.72,3.89,46.35,0.36,0.09,13.13,14,72.95,0.42,0.24,8,0.56,1.49,0,E,14.02,0,0
0.87,A,0.53,0.5,127.51,0.59,49.04,0.53,0.36,12.14,10,2082.93,0.34,2.37,5,0.32,1.51,0,B,20.04,0,0
5.27,A,0.29,0.8,22.42,1.79,43.3,0.15,1.13,12.07,15,233.64,0.35,0.75,7,0.52,0.43,0,A,17.52,0,1
4.54,A,0.85,0.87,265.89,1.98,41.23,0.5,0.85,9.55,10,21.39,0.47,0.08,9,0.57,1.9,0,B,8.35,1,1
2.29,A,0.59,0.16,353.06,4.61,50.28,0.28,0.43,15.41,13,621.96,0.81,0.39,8,0.13,0.17,0,C,25.85,0,0
2.01,A,0.65,0.45,0.21,0.24,38.55,0.88,1.31,8.06,9,9.57,0.09,22.11,7,0.45,0.07,0,A,19.99,0,0
